39, State-gov,4, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,2,0,40, United-States, <=50K
31, Private,5, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc,3, Some-college,10, Divorced, Other-service, Unmarried, White, Male,0,0,80, United-States, <=50K
19, Private,13, HS-grad,9, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc,14, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, ?,15, HS-grad,9, Widowed, ?, Not-in-family, White, Male,0,0,35, Poland, <=50K
23, Private,19, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
44, Private,20, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,97,0,65, United-States, >50K
54, Local-gov,11, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,35, United-States, <=50K
23, Private,12, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
21, Private,12, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
19, State-gov,9, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,25, United-States, <=50K
51, Private,15, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
41, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,50, United-States, >50K
61, Private,5, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,14,0,18, United-States, >50K
19, Self-emp-not-inc,1, 10th,6, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Private,8, Bachelors,13, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private,3, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private,13, 7th-8th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
35, Private,8, 10th,6, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private,6, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
29, Private,6, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Private,8, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private,20, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,80, United-States, <=50K
62, Self-emp-inc,12, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27, Private,12, HS-grad,9, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Japan, <=50K
55, ?,11, HS-grad,9, Divorced, ?, Not-in-family, White, Female,0,0,40, England, <=50K
25, Private,16, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,4,0,42, United-States, <=50K
33, Private,3, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,0,75, United-States, >50K
26, Private,17, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private,16, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Federal-gov,16, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
43, Private,8, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private,10, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,35, United-States, <=50K
25, Private,16, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, Private,3, Masters,14, Divorced, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States, <=50K
28, Private,5, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,13, HS-grad,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, Mexico, <=50K
40, Private,12, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,2,0,40, United-States, <=50K
29, Private,38, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
20, Private,12, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,0,25, United-States, <=50K
25, Private,8, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
18, Private,12, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
32, State-gov,14, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
27, Private,6, 1st-4th,2, Never-married, Other-service, Own-child, Other, Male,0,0,35, Dominican-Republic, <=50K
48, Private,5, HS-grad,9, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,16, United-States, <=50K
20, Private,16, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
55, Private,14, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40, England, <=50K
33, Local-gov,12, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
21, State-gov,8, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
43, Self-emp-not-inc,11, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
35, Private,10, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov,8, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
19, Private,13, HS-grad,9, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private,13, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private,11, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,72, United-States, >50K
27, Private,1, Assoc-acdm,12, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private,10, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
69, Private,6, 10th,6, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
34, Private,6, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
20, ?,12, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
37, Private,7, 5th-6th,3, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Local-gov,5, Bachelors,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,39, United-States, <=50K
62, ?,14, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,48, United-States, <=50K
34, State-gov,36, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
31, Self-emp-not-inc,21, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
42, State-gov,7, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Female,8,0,60, United-States, >50K
26, Private,10, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
39, Private,20, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,75, United-States, <=50K
25, Private,2, Bachelors,13, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
54, Local-gov,11, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, United-States, <=50K
44, State-gov,10, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, State-gov,2, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7,0,38, United-States, >50K
21, Self-emp-inc,16, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,7, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, ?, <=50K
33, Private,9, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc,10, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
44, Private,18, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Local-gov,20, Assoc-acdm,12, Divorced, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
21, Local-gov,2, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc,16, Bachelors,13, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States, <=50K
43, Private,6, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7,0,40, United-States, >50K
57, ?,12, 10th,6, Separated, ?, Not-in-family, White, Male,0,0,30, United-States, <=50K
51, Local-gov,2, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
29, Private,8, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov,16, HS-grad,9, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private,6, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,42, 11th,7, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
58, Private,7, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Self-emp-inc,15, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
19, Private,3, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private,12, Some-college,10, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private,6, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,44, United-States, <=50K
45, Private,14, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private,17, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
64, ?,17, 7th-8th,4, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov,8, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
30, Private,10, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private,11, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
18, ?,17, 10th,6, Never-married, ?, Other-relative, White, Female,0,0,30, United-States, <=50K
60, Private,23, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
30, Private,18, HS-grad,9, Separated, Transport-moving, Not-in-family, White, Male,0,0,44, United-States, <=50K
47, Private,10, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,7,0,40, United-States, >50K
39, Private,6, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private,16, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,7,0,45, United-States, >50K
27, Private,3, Some-college,10, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
44, Private,14, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,10, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,12, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
58, Self-emp-not-inc,3, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
45, Private,2, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
59, Private,7, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
29, Private,17, Assoc-acdm,12, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private,15, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,6, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
44, Private,10, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private,10, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
27, Private,20, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,7, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
55, Private,4, Assoc-voc,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc,10, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, United-States, <=50K
31, Private,2, Assoc-voc,11, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
57, Self-emp-inc,9, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,97,0,60, United-States, >50K
30, Private,9, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
78, ?,22, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,1, United-States, <=50K
28, Private,18, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,48, United-States, <=50K
30, Self-emp-not-inc,15, Some-college,10, Never-married, Sales, Other-relative, Asian-Pac-Islander, Male,0,35,40, South, <=50K
29, Private,10, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
66, Private,8, HS-grad,9, Never-married, Other-service, Other-relative, Black, Female,0,0,3, United-States, <=50K
60, Private,20, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private,10, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private,16, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,2,0,40, United-States, <=50K
24, Private,12, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
29, Private,10, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Private,22, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
34, Local-gov,10, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, >50K
59, Private,21, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,29,43, United-States, >50K
23, Private,19, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,24, United-States, <=50K
23, Private,2, 11th,7, Never-married, Other-service, Other-relative, White, Male,0,0,40, Philippines, <=50K
55, Local-gov,7, Assoc-voc,11, Separated, Prof-specialty, Unmarried, Black, Female,0,0,35, United-States, <=50K
39, Self-emp-inc,9, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private,29, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private,20, 7th-8th,4, Divorced, Transport-moving, Unmarried, White, Male,0,0,75, United-States, <=50K
35, Private,9, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Local-gov,18, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, >50K
47, Private,10, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,38, United-States, >50K
53, State-gov,3, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
23, Private,17, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,25, United-States, <=50K
35, Private,12, Masters,14, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
44, Private,29, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,13, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
26, Private,18, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
23, Private,17, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private,5, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Ireland, <=50K
49, Self-emp-inc,11, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
36, Private,10, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,2,0,60, United-States, <=50K
36, Private,45, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
41, ?,14, 5th-6th,3, Married-civ-spouse, ?, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private,13, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,46, United-States, >50K
54, Self-emp-not-inc,6, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private,12, Some-college,10, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Local-gov,13, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private,7, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
46, Private,12, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, India, <=50K
46, Private,8, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private,10, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, ?,11, Masters,14, Married-civ-spouse, ?, Wife, White, Female,0,0,1, United-States, <=50K
21, Private,15, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private,8, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, State-gov,9, Some-college,10, Divorced, Prof-specialty, Unmarried, White, Male,0,0,20, United-States, <=50K
42, Private,14, 5th-6th,3, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
19, Private,3, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
25, Private,11, Bachelors,13, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,7, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
35, Private,10, 12th,8, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private,7, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
57, Self-emp-not-inc,8, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,15, United-States, <=50K
38, Private,15, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
48, Private,16, 10th,6, Divorced, Sales, Not-in-family, White, Female,0,0,38, United-States, <=50K
34, Private,15, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,0,0,34, United-States, <=50K
46, Federal-gov,1, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private,10, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, ?, <=50K
45, State-gov,4, Masters,14, Divorced, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Self-emp-not-inc,10, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
35, Private,12, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,48, United-States, <=50K
62, Private,7, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,8,0,39, United-States, >50K
56, ?,11, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,5, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,11, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private,8, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,33, United-States, <=50K
35, Private,15, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States, <=50K
33, Private,15, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,41, United-States, >50K
38, Private,10, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,29,40, United-States, >50K
37, State-gov,9, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private,11, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Private,5, 7th-8th,4, Never-married, Craft-repair, Own-child, White, Male,0,25,32, United-States, <=50K
31, Private,5, 9th,5, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
53, Local-gov,13, HS-grad,9, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, ?, >50K
33, Private,11, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,35, Puerto-Rico, <=50K
72, Private,17, 1st-4th,2, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
54, Private,2, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
30, Private,11, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private,18, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
30, Private,13, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,28,50, United-States, >50K
30, Private,23, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
32, Private,13, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,16, United-States, <=50K
30, Private,13, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private,6, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,12, Some-college,10, Divorced, Adm-clerical, Own-child, White, Female,0,0,44, United-States, >50K
38, State-gov,21, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private,7, 10th,6, Never-married, Other-service, Other-relative, White, Female,0,0,30, United-States, <=50K
32, Private,15, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,44, United-States, <=50K
49, Private,10, Masters,14, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
76, ?,10, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,0,0,10, United-States, <=50K
60, Private,10, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
60, Private,4, 9th,5, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private,9, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
41, Private,9, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Female,0,0,30, ?, <=50K
24, Private,9, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,6, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,7,0,60, United-States, >50K
69, State-gov,9, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,12,38, United-States, <=50K
71, ?,15, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,3,0,30, United-States, <=50K
41, Private,4, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
32, Private,8, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private,10, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,23, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,4, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private,20, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
44, Private,11, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
63, Private,20, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
31, Local-gov,23, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,14,0,56, United-States, >50K
51, Private,18, Bachelors,13, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, United-States, <=50K
51, Private,14, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
23, Private,9, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,10, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
56, Private,17, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,0,45, United-States, <=50K
39, Private,18, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc,6, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,14,0,50, United-States, >50K
30, Self-emp-not-inc,11, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc,14, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, <=50K
31, Private,28, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov,9, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
43, Self-emp-not-inc,8, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, >50K
37, Federal-gov,7, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, ?, >50K
41, Private,1, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,46, United-States, >50K
43, Private,11, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov,3, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
38, Self-emp-not-inc,10, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male,0,44,45, United-States, >50K
46, Private,1, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, State-gov,10, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private,16, 5th-6th,3, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
24, Private,19, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
39, Self-emp-inc,9, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, <=50K
